product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
322,Миксер,8832,279,Товары для дома,Помогает нормализовать артериальное давление и уровень холестерина.,2001-09-12,2025-04-20,1.08,New
323,Лен семена,8199,389,Бакалея,Способствует улучшению работы пищеварительной системы.,1999-02-13,2020-02-03,2.18,Awaiting Payment
324,Банан,2742,24,Фрукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1999-01-13,2010-02-22,1.26,Awaiting Payment
325,Айва,9457,780,Фрукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2019-07-07,2030-01-05,2.08,Out of Stock
326,Амурская,6249,368,Напитки,Отличается высоким уровнем биологической доступности питательных веществ.,2002-08-01,2028-02-12,1.43,Awaiting Payment
327,Патиссон,949,148,Овощи,Помогает поддерживать нормальный уровень гормонов в организме.,2004-01-05,2024-06-07,4.96,Out of Stock
328,Бамия,2428,493,Овощи,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",2006-06-05,2011-04-13,0.43,Backorder
329,Фейхоа,1385,417,Фрукты,Служит основой для создания множества кулинарных шедевров.,2011-04-03,2012-02-02,3.14,Returned
330,Сардельки,5546,658,Мясо,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2018-04-01,2028-02-12,2.12,Shipping
331,Пакеты для Дня влюбленных,8975,746,Товары для дома,"Отличается длительным сроком годности, что позволяет делать запасы.",1994-03-02,2012-01-11,0.06,Backorder
332,Миринда,936,630,Напитки,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2014-03-13,2024-07-04,4.74,Sold
333,Кружки,3698,440,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2014-07-03,2030-01-17,0.29,Awaiting Payment
334,Шелковица,2476,438,Фрукты,Отличается удобством использования и экономичностью в расходе.,1999-09-02,2027-01-14,4.26,Cancelled
335,Баклажан,4377,77,Овощи,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",2017-03-01,2030-01-02,3.8,Cancelled
336,Горох,9269,944,Овощи,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,2015-01-12,2030-01-14,4.23,Backorder
337,Оленина,2604,877,Мясо,Отличается хорошим сочетанием с различными специями и приправами.,2014-05-05,2024-02-05,3.31,On Backorder
338,Курт,6692,114,Молочные продукты,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",2015-03-21,2028-01-11,0.66,Pending
339,Ямайский перец горошком,5304,721,Бакалея,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",1994-01-01,2017-01-08,1.32,Refunded
340,Perrier,5687,973,Напитки,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1995-03-02,2006-09-16,4.63,Returned
341,Засоленное мясо,7388,652,Мясо,Придает блюдам особую нежность и насыщенность.,2016-02-02,2030-02-07,0.86,Backorder
342,Клюква,3824,9,Фрукты,Может использоваться в детском питании начиная с раннего возраста.,2005-10-04,2009-07-01,1.32,Shipping
343,Пылесос,8267,763,Товары для дома,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2001-01-13,2030-01-07,3.12,Pending
344,Душистый перец горошком,3648,533,Бакалея,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2014-01-20,2024-02-25,0.95,Returned
345,Чеснок,6186,826,Овощи,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",2007-03-01,2017-02-06,3.47,Shipping
346,Молоко,2134,364,Молочные продукты,Помогает поддерживать нормальный уровень гормонов в организме.,1995-03-02,1995-03-06,1.74,Backorder
347,Слива,4443,808,Фрукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",2018-04-10,2025-09-02,4.53,Available for Pickup
348,Айва,8772,603,Фрукты,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2021-08-01,2030-03-03,4.0,Out of Stock
349,Окорок,2007,32,Мясо,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",1990-04-20,1997-08-15,4.3,In Stock
350,Пирожки с мясом,980,809,Мясо,Помогает поддерживать нормальный уровень глюкозы в крови.,2015-01-03,2028-03-07,4.69,Backorder
351,Простокваша,2930,437,Молочные продукты,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2019-01-04,2022-05-12,3.92,Backorder
352,Помело,685,918,Фрукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1993-02-01,1998-08-15,2.61,Delivered
353,Оленина,8364,239,Мясо,"Подходит для людей всех возрастов, включая детей и пожилых.",2013-11-13,2020-02-05,4.31,Pending
354,Горох,8644,12,Овощи,Является неотъемлемой частью рациона многих народов мира.,2009-04-02,2015-01-11,0.15,Temporarily Unavailable
355,Клюква,8004,619,Фрукты,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2000-08-01,2003-09-14,4.18,Temporarily Unavailable
356,Кефир,9337,353,Молочные продукты,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2006-01-02,2024-06-09,4.18,Refunded
357,Пакеты для животных,306,374,Товары для дома,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1996-01-02,2013-01-05,0.23,Awaiting Review
358,Масло подсолнечное,3932,919,Бакалея,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1990-02-07,2017-02-21,1.83,In Stock
359,Патиссон,6501,424,Овощи,Отличается высокими показателями усвояемости организмом.,2014-05-14,2030-07-07,0.77,Out of Stock
360,Пакеты для инструментов,3482,883,Товары для дома,Способствует нормализации обмена веществ в организме.,2020-04-02,2030-03-01,1.48,Out of Stock
361,Гранат,1448,709,Фрукты,Отличается способностью повышать общий тонус и работоспособность.,2006-07-06,2021-02-01,1.9,Refunded
362,Сельдерей,9512,964,Овощи,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2016-07-06,2020-05-03,0.28,Backorder
363,Прошутто,995,730,Мясо,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2009-05-17,2025-08-02,1.34,Out of Stock
364,Масло сливочное,1985,887,Молочные продукты,Отличается легкостью в переваривании и усвоении организмом.,2007-03-14,2025-06-03,4.25,Backorder
365,Лимон,6596,752,Фрукты,Подходит для людей с чувствительным пищеварением.,2008-01-01,2013-04-12,2.9,Sold
366,Укроп,9437,275,Овощи,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2022-06-07,2026-04-02,2.17,Returned
367,Coca-Cola Zero,4679,472,Напитки,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1998-03-02,2000-04-08,4.44,Shipping
368,Щавель,7432,9,Овощи,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2014-11-21,2019-02-14,1.07,Pending
369,Молоко,8983,883,Молочные продукты,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2016-05-07,2024-07-09,2.1,New
370,Йогурт,3864,543,Молочные продукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2014-02-03,2016-04-02,3.18,Delivered
371,Виноград,802,98,Фрукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1999-04-05,2002-02-01,2.57,Backorder
372,Волгодонская,9453,827,Напитки,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2011-01-01,2017-07-01,3.23,Backorder
373,Coca-Cola Zero,5334,322,Напитки,Помогает укреплять стенки сосудов и улучшать кровообращение.,2016-01-07,2029-06-11,4.73,In Stock
374,Абрикос,4518,214,Фрукты,Является важным компонентом сбалансированного рациона питания.,1990-05-05,2013-05-07,3.5,Refunded
375,Копчености,8305,384,Мясо,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2008-06-10,2018-02-02,3.18,Returned
376,Морковь,5176,938,Овощи,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,1996-01-17,2008-02-01,2.35,On Backorder
377,Баклажан,6835,345,Овощи,"Помогает улучшить состояние волос, ногтей и кожи.",2010-02-27,2015-02-04,4.64,Shipping
378,Виноград,3659,844,Фрукты,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2002-02-15,2022-11-13,4.79,Returned
379,Ромштекс,2987,754,Мясо,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,1990-03-26,1993-01-26,2.08,Temporarily Unavailable
380,Monster Energy,224,239,Напитки,"Является источником антиоксидантов, замедляющих процессы старения.",2001-01-07,2010-08-02,3.02,Out of Stock
381,Йогурт натуральный,4101,797,Бакалея,Помогает укрепить иммунную систему и защитить организм от инфекций.,2010-03-02,2012-03-01,0.68,Pending
382,Каша из проса,1090,518,Бакалея,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2003-02-01,2018-01-02,0.11,On Backorder
383,Фарш говяжий,9946,784,Мясо,Помогает улучшить когнитивные функции и память.,1996-04-02,2014-02-06,3.6,Cancelled
384,Черешня,4252,425,Фрукты,Помогает поддерживать нормальный уровень холестерина в крови.,2015-02-10,2021-01-18,0.81,Temporarily Unavailable
385,Оленина,6611,786,Мясо,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2018-07-07,2025-05-02,3.73,Delivered
386,Любисток сушеный,3376,164,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,1995-04-11,1999-05-19,3.06,Refunded
387,Пакеты для Дня Победы,3164,612,Товары для дома,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2008-02-26,2023-06-17,2.04,Temporarily Unavailable
388,Карамбола,2361,202,Фрукты,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1998-04-20,2002-12-04,3.31,Temporarily Unavailable
389,Виноград,4422,757,Фрукты,Прошел все необходимые сертификации и соответствует международным стандартам.,1992-05-13,2030-02-16,4.53,Returned
390,Каша из дробленного риса,3242,109,Бакалея,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2007-02-07,2021-01-20,1.8,Awaiting Review
391,Пакет для хранения продуктов,3666,407,Товары для дома,Способствует улучшению работы пищеварительной системы.,2015-01-20,2021-02-10,4.75,On Backorder
392,Кольраби,2766,672,Овощи,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2010-02-07,2024-01-13,1.2,Shipping
393,Смузи мангово-ананасовый,9683,702,Напитки,Идеален для перекусов между основными приемами пищи.,1992-05-11,2007-01-06,3.69,New
394,Каша из сорго,9448,345,Бакалея,Подходит для использования в качестве замены традиционных молочных продуктов.,2000-06-13,2019-01-02,3.58,Shipping
395,Ведро для мытья полов,7706,312,Товары для дома,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,1994-02-03,2007-04-10,0.84,Shipping
396,Гуляш,460,62,Мясо,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",1996-05-13,2025-06-05,3.37,Temporarily Unavailable
397,Чабрец сушеный,1581,495,Бакалея,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2004-05-21,2008-05-03,4.88,New
398,Перец болгарский,6552,472,Овощи,Помогает улучшать качество сна и снижать уровень тревожности.,2009-01-02,2026-07-05,4.61,Returned
399,Рамбутан,8338,924,Фрукты,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2000-01-01,2010-07-01,4.9,Delivered
400,Пятновыводитель,5559,348,Товары для дома,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2015-01-25,2030-10-15,2.89,Refunded
401,Брынза,196,646,Молочные продукты,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",1999-02-05,2022-02-04,3.02,Awaiting Review
402,Буковинская,8691,518,Напитки,Широко используется в традиционной и современной кухне.,2008-04-01,2027-08-08,4.39,Refunded
403,Хурма,763,562,Фрукты,Отвечает всем современным стандартам качества и безопасности.,2012-01-01,2029-03-19,4.12,Returned
404,Блендер,2387,618,Товары для дома,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2003-03-06,2015-08-01,4.03,Awaiting Payment
405,Абрикос,6857,273,Фрукты,Отличается универсальностью применения в кулинарии и пищевой промышленности.,2020-02-18,2020-11-01,4.46,Temporarily Unavailable
406,Каймак,9936,284,Молочные продукты,Отличается низкой калорийностью и высоким содержанием белка.,1999-04-21,2013-03-09,2.89,Available for Pickup
407,Блины с мясом,8245,346,Мясо,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",1998-08-15,2014-02-01,0.54,Backorder
408,Варенец,1664,132,Молочные продукты,Помогает поддерживать нормальный уровень артериального давления.,2006-01-19,2020-02-15,4.56,Returned
409,Коломенская,597,456,Напитки,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2001-04-04,2021-05-01,4.23,Temporarily Unavailable
410,Пакеты для детских вещей,4349,651,Товары для дома,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2019-01-06,2019-01-08,3.99,Out of Stock
411,Каша из дробленой ржи,1890,463,Бакалея,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2014-03-12,2015-07-01,0.37,Awaiting Review
412,Курт,3312,355,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1991-01-02,1997-02-11,1.11,Refunded
413,Сгущенное молоко,1299,588,Бакалея,Отличается низким содержанием насыщенных жиров и холестерина.,2004-03-01,2022-03-01,2.38,Returned
414,Хамон,1144,718,Мясо,Отличается натуральным составом и отсутствием искусственных добавок.,1998-04-05,2028-03-03,0.06,On Backorder
415,Пармезан,2761,491,Молочные продукты,Подходит для использования в качестве основы для смузи и коктейлей.,2011-03-02,2017-06-06,0.91,Available for Pickup
416,Чеснок,1972,813,Овощи,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",2020-02-08,2024-02-16,1.59,Out of Stock
417,Гауда,1790,47,Молочные продукты,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2004-01-06,2027-01-01,2.35,Refunded
418,Анис звездчатый,5740,916,Бакалея,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1997-01-02,2017-06-04,4.35,Sold
419,Тушенка,4688,876,Мясо,Отличается удобством использования и экономичностью в расходе.,2000-05-02,2015-01-16,4.16,Delivered
420,Красногорская,4478,971,Напитки,Отвечает всем современным стандартам качества и безопасности.,1997-03-03,2013-02-25,3.34,Available for Pickup
421,Пакеты для лекарств,2101,592,Товары для дома,Отличается удобством использования и экономичностью в расходе.,2006-04-20,2025-05-02,3.33,Sold
422,Королевская,9992,825,Напитки,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2018-02-25,2018-07-06,4.08,Returned
423,Пастила,1795,838,Бакалея,Подходит для использования в специализированных диетах и лечебных программах.,1999-10-09,2021-02-02,3.24,Refunded
424,Квас хлебный,5161,328,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",2017-03-01,2026-02-23,3.1,Refunded
425,Кровяная колбаса,1538,908,Мясо,"Отличается приятным ароматом, который усиливает аппетит.",2019-06-04,2020-01-13,2.44,In Stock
426,Простокваша,1329,812,Молочные продукты,Отличается низким содержанием насыщенных жиров и холестерина.,1992-06-01,2003-02-03,3.46,Awaiting Payment
427,Пакеты для Дня благодарения,1763,103,Товары для дома,Помогает нормализовать артериальное давление и уровень холестерина.,1997-08-16,2007-03-04,1.85,Backorder
428,Ветчина,5814,187,Мясо,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2022-02-15,2030-01-10,2.37,Backorder
429,Смоленская,1068,696,Напитки,Отличается способностью повышать общий тонус и работоспособность.,1991-05-01,2011-05-05,0.4,Returned
430,Зубная паста,4309,812,Товары для дома,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2018-11-13,2027-02-11,1.06,Awaiting Review
431,Паштет,105,336,Мясо,Поддерживает иммунитет и общее состояние здоровья.,2019-11-13,2030-01-25,1.57,Out of Stock
432,Масло сливочное,5957,342,Молочные продукты,Помогает улучшить работу мозга и повысить концентрацию внимания.,1993-03-05,2015-02-01,2.34,New
433,Старый источник,3544,730,Напитки,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2009-02-05,2020-01-17,2.56,On Backorder
434,Айран,7258,553,Молочные продукты,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1996-05-11,1999-01-05,0.39,Awaiting Review
435,Хурма,4664,820,Фрукты,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",2011-01-16,2023-02-18,2.74,Refunded
436,Сельдерей,2555,461,Овощи,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2000-01-07,2022-09-01,4.69,New
437,Сыр,1907,58,Молочные продукты,Может быть использован в выпечке для придания ей особой пышности и аромата.,2000-05-20,2016-01-12,4.27,Awaiting Review
438,Пакеты для походов,5897,92,Товары для дома,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2016-03-25,2025-02-01,1.08,Sold
439,Гусиные потроха,3263,87,Мясо,Отличается низкой калорийностью и высоким содержанием белка.,2002-02-03,2025-05-17,0.75,New
440,Моцарелла,4116,125,Молочные продукты,Помогает поддерживать оптимальный вес и форму тела.,1997-11-01,2006-04-09,1.88,Out of Stock
441,Пирожки с мясом,3539,384,Мясо,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1999-01-21,2019-01-03,0.8,New
442,Огурец,101,230,Овощи,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2008-05-03,2013-08-01,1.57,Backorder
443,Кольраби,4286,194,Овощи,Помогает поддерживать нормальный уровень артериального давления.,2010-06-23,2011-03-06,3.55,Awaiting Payment
444,Голландский сыр,3001,55,Молочные продукты,Подходит для использования в качестве замены традиционных молочных продуктов.,2017-01-01,2027-02-05,2.13,New
445,Творог,5970,56,Молочные продукты,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1992-02-16,2018-06-07,0.47,Refunded
446,Тан,9038,429,Молочные продукты,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2018-11-08,2029-01-02,4.91,Sold
447,Картофель,1648,780,Овощи,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2022-07-17,2024-02-07,1.02,Sold
448,Пакеты для Всемирного дня театра,6803,482,Товары для дома,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",1992-02-01,2016-01-19,2.6,Pending
449,Perrier,7714,727,Напитки,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2006-02-15,2028-01-16,4.26,Refunded
450,Выборгская,9315,273,Напитки,Помогает поддерживать нормальный уровень энергии и выносливости.,1997-05-02,2016-03-11,1.61,On Backorder
451,Творог,788,953,Молочные продукты,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2005-07-10,2016-01-15,2.09,Awaiting Payment
452,Краснодарская,8026,858,Напитки,"Отличается длительным сроком годности, что позволяет делать запасы.",2014-02-02,2014-04-07,1.44,Cancelled
453,Ряженка,4270,170,Молочные продукты,Отвечает всем современным стандартам качества и безопасности.,2013-12-01,2024-03-21,0.58,In Stock
454,Адыгейский сыр,2448,175,Молочные продукты,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1994-03-02,2023-03-06,4.9,Shipping
455,Артек,1307,40,Напитки,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2013-01-18,2021-05-05,1.11,In Stock
456,Новый свет,3089,162,Напитки,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",1991-02-06,2003-05-04,3.67,Out of Stock
457,Кетчуп,8025,146,Бакалея,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2022-01-01,2025-02-02,4.32,Awaiting Review
458,Чай черный,5440,924,Напитки,Помогает поддерживать нормальный уровень глюкозы в крови.,2010-01-07,2016-08-13,0.75,Out of Stock
459,Чеддер,6928,113,Молочные продукты,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2014-07-01,2016-04-03,2.7,Available for Pickup
460,Pepsi Max,5929,808,Напитки,Помогает поддерживать нормальный уровень глюкозы в крови.,1993-02-05,1996-04-08,3.81,New
461,Мука ржаная,6249,356,Бакалея,Используется в косметологии для ухода за кожей и волосами.,2015-03-01,2026-07-11,1.48,Awaiting Payment
462,Электрочайник,3340,878,Товары для дома,Помогает поддерживать нормальный уровень гормонов в организме.,1994-02-05,1996-07-04,1.81,Temporarily Unavailable
463,Студень,2168,163,Мясо,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1999-04-04,2023-01-01,0.28,On Backorder
464,Шпик,3838,614,Мясо,"Является источником важных микроэлементов, таких как магний и калий.",2018-01-02,2024-01-07,1.97,Available for Pickup
465,Рис,9955,232,Бакалея,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2016-03-04,2019-04-09,0.58,Delivered
466,Пакеты бумажные,5227,410,Товары для дома,Является важным компонентом сбалансированного рациона питания.,1990-11-06,2006-06-04,1.71,Temporarily Unavailable
467,Тушенка,8008,383,Мясо,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2020-02-08,2029-04-11,1.5,Backorder
468,Лардон,5942,461,Мясо,"Подходит для приготовления как горячих, так и холодных блюд.",2013-08-01,2026-01-06,4.77,Out of Stock
469,Артек,1197,212,Напитки,Помогает поддерживать нормальный уровень тестостерона у мужчин.,1991-03-08,2002-05-02,1.35,On Backorder
470,Подставки под горячие блюда,6595,182,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2010-01-17,2017-01-01,1.57,Temporarily Unavailable
471,Пакеты для школы,7152,654,Товары для дома,Отличается удобством использования и экономичностью в расходе.,1994-02-12,2002-06-15,4.66,Returned
472,Матрасы,9914,661,Товары для дома,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1995-02-02,2030-03-12,3.73,On Backorder
473,Горох,4791,705,Овощи,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1999-07-02,2028-01-15,2.31,Delivered
474,Ананас,9444,900,Фрукты,Придает блюдам особую нежность и насыщенность.,2008-01-25,2023-04-01,4.68,On Backorder
475,Брынза,7206,574,Молочные продукты,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",2016-03-11,2024-01-01,3.58,Backorder
476,Кольраби,9797,12,Овощи,Помогает поддерживать нормальный уровень кислотности желудка.,2010-04-03,2019-03-01,0.07,New
477,Биточки,8585,660,Мясо,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2008-03-03,2014-01-08,3.01,Backorder
478,Шпинат,2236,532,Овощи,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",2005-04-01,2017-09-02,0.5,Awaiting Payment
479,Куриные грудки,5735,172,Мясо,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,2016-07-11,2028-09-09,2.07,Out of Stock
480,Каша из дробленной ржаной крупы,7520,590,Бакалея,Отличается хорошим сочетанием с различными специями и приправами.,2021-10-02,2022-02-20,3.9,Pending
481,Задняя часть,7945,16,Мясо,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2020-03-07,2021-04-07,4.98,Cancelled
482,Карбонад,668,574,Мясо,Помогает поддерживать нормальный уровень глюкозы в крови.,2009-02-25,2015-09-04,3.39,Refunded
483,Ананас,6355,310,Фрукты,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",1995-04-02,2021-02-11,3.49,Refunded
484,Лимонад классический,5826,867,Напитки,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1999-03-05,2024-07-07,4.86,In Stock
485,Пакеты для Дня Земли,2065,442,Товары для дома,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",1999-02-26,2026-12-02,0.42,Shipping
486,Овсянка,3460,363,Бакалея,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2017-03-12,2023-01-28,4.23,Refunded
487,Фейхоа,5254,53,Фрукты,Может использоваться в детском питании начиная с раннего возраста.,2016-03-01,2019-07-16,2.69,Shipping
488,Крыжовник,4922,663,Фрукты,Помогает поддерживать нормальный уровень глюкозы в крови.,2002-03-17,2014-02-02,4.19,Delivered
489,Шаурма,4559,176,Мясо,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2021-05-05,2024-05-04,3.66,Shipping
490,Катык,1414,11,Молочные продукты,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2002-01-14,2028-02-19,3.93,Out of Stock
491,Гауда,6838,405,Молочные продукты,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",2012-07-04,2022-01-01,3.05,Cancelled
492,Черешня,960,523,Фрукты,Часто рекомендуется врачами-диетологами как часть здорового питания.,2007-01-01,2022-03-01,0.9,Pending
493,Шампунь,1213,633,Товары для дома,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1990-03-16,2024-06-02,2.27,Refunded
494,Виноград,653,899,Фрукты,Прошел все необходимые сертификации и соответствует международным стандартам.,1996-05-14,2018-04-15,3.66,Refunded
495,Гранат,5247,667,Фрукты,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2001-01-03,2027-03-07,3.19,Cancelled
496,Золотое молоко,2359,295,Напитки,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2017-01-05,2025-01-14,1.21,Pending
497,Одеяла,6632,793,Товары для дома,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",1997-02-12,2004-03-17,0.5,Sold
498,Инжир,1468,169,Фрукты,Отличается высоким уровнем биологической доступности питательных веществ.,2015-01-08,2019-03-14,0.24,Available for Pickup
499,Каша из дробленного пшена,7785,495,Бакалея,Отличается низкой калорийностью и высоким содержанием белка.,2011-07-01,2024-01-04,1.65,Refunded
500,Газированная вода,952,304,Напитки,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2022-07-02,2025-01-01,2.75,Awaiting Review
501,Пшено,5854,435,Бакалея,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1995-01-01,2016-01-04,4.65,Returned
502,Ройбос,2231,599,Напитки,Отличается простотой в использовании и хранении.,2016-04-24,2018-03-02,4.29,Backorder
503,Феодосийская,2677,150,Напитки,Отличается легкостью в переваривании и усвоении организмом.,2022-04-06,2024-04-01,0.11,On Backorder
504,Сыр,3170,97,Молочные продукты,Подходит для использования в рецептах традиционной кухни разных стран.,1993-03-19,1994-06-02,3.65,Awaiting Payment
505,Тан,6352,138,Молочные продукты,Помогает укрепить иммунную систему и защитить организм от инфекций.,1997-01-04,2023-01-12,0.55,Awaiting Payment
506,Пельмени,4129,329,Мясо,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2019-10-02,2020-06-06,0.02,On Backorder
507,Черника,8599,201,Фрукты,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2017-03-06,2022-01-17,2.56,Sold
